#queryIndex	queryItem	stringId	identity	bitscore	preferredName	annotation
1472	fig|6666666.1036479.peg.1692	1041826.FCOL_09510	92.3	748.0	AEW86711.1	COG0172 Seryl-tRNA synthetase.
1473	fig|6666666.1036479.peg.1694	1041826.FCOL_09500	86.3	792.0	AEW86709.2	Multi anti extrusion protein MatE; COG2244 Membrane protein involved in the export of O-antigen and teichoic acid.
1474	fig|6666666.1036479.peg.1696	1041826.FCOL_09490	97.9	569.3	AEW86707.1	Sugar phosphate nucleotidyl transferase; COG1209 dTDP-glucose pyrophosphorylase.
1475	fig|6666666.1036479.peg.1697	1041826.FCOL_09485	94.4	846.7	AEW86706.1	Hypothetical protein; COG0457 FOG: TPR repeat.
1476	fig|6666666.1036479.peg.1698	1041826.FCOL_09480	92.3	471.9	AEW86705.1	Hypothetical protein.
1477	fig|6666666.1036479.peg.1699	1041826.FCOL_09475	97.9	607.1	AEW86704.1	M23/M37 family peptidase; COG4942 Membrane-bound metallopeptidase.
1478	fig|6666666.1036479.peg.1702	1041826.FCOL_09460	98.5	666.0	AEW86701.1	acyl-ACP desaturase.
1479	fig|6666666.1036479.peg.1703	1041826.FCOL_09455	92.5	402.5	AEW86700.1	Hydrolase; COG1418 Predicted HD superfamily hydrolase.
1480	fig|6666666.1036479.peg.1705	1041826.FCOL_07380	95.0	196.4	AEW86295.1	Hypothetical protein; COG3328 Transposase and inactivated derivatives.
1481	fig|6666666.1036479.peg.1707	1041826.FCOL_09640	99.1	768.1	AEW86737.1	Multidrug resistance protein precursor AcrB/AcrD/AcrF family protein; COG0841 Cation/multidrug efflux pump; Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family.
1482	fig|6666666.1036479.peg.1708	1041826.FCOL_09640	95.3	676.8	AEW86737.1	Multidrug resistance protein precursor AcrB/AcrD/AcrF family protein; COG0841 Cation/multidrug efflux pump; Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family.
1483	fig|6666666.1036479.peg.1710	1041826.FCOL_09635	96.3	690.3	AEW86736.1	COG0845 Membrane-fusion protein; Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family.
1484	fig|6666666.1036479.peg.1711	1041826.FCOL_09630	90.0	739.2	AEW86735.1	COG1538 Outer membrane protein.
1485	fig|6666666.1036479.peg.1712	1041826.FCOL_09625	96.5	375.2	AEW86734.1	COG1309 Transcriptional regulator.
1486	fig|6666666.1036479.peg.1713	1041826.FCOL_09620	97.7	502.3	AEW86733.1	Short-chain dehydrogenase/reductase sdr; COG0300 Short-chain dehydrogenases of various substrate specificities; Belongs to the short-chain dehydrogenases/reductases (SDR) family.
1487	fig|6666666.1036479.peg.1714	1041826.FCOL_09615	92.0	580.5	AEW86732.1	Polyprenyl synthetase; COG0142 Geranylgeranyl pyrophosphate synthase; Belongs to the FPP/GGPP synthase family.
1488	fig|6666666.1036479.peg.1716	1041826.FCOL_09605	95.2	883.6	AEW86730.1	COG3540 Phosphodiesterase/alkaline phosphatase D.
1489	fig|6666666.1036479.peg.1717	1041826.FCOL_09600	95.1	745.0	AEW86729.1	COG0477 Permeases of the major facilitator superfamily.
1490	fig|6666666.1036479.peg.1718	1041826.FCOL_09595	86.9	456.8	AEW86728.1	Hypothetical protein.
1491	fig|6666666.1036479.peg.1720	1041826.FCOL_09585	92.6	1718.7	sucA	COG0567 2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, and related enzymes.
1492	fig|6666666.1036479.peg.1721	1041826.FCOL_09580	98.5	743.8	AEW86725.1	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex; E2 component of the 2-oxoglutarate dehydrogenase (OGDH) complex which catalyzes the second step in the conversion of 2- oxoglutarate to succinyl-CoA and CO(2).
1493	fig|6666666.1036479.peg.1722	1041826.FCOL_09575	64.1	1518.8	AEW86724.1	N-6 DNA methylase; COG0059 Ketol-acid reductoisomerase.
1494	fig|6666666.1036479.peg.1723	1041826.FCOL_09570	99.0	785.4	AEW86723.1	COG0477 Permeases of the major facilitator superfamily.
1495	fig|6666666.1036479.peg.1724	1041826.FCOL_09565	97.2	535.0	AEW86722.1	UDP-2,3-diacylglucosamine hydrolase; COG2908 Uncharacterized protein conserved in bacteria.
1496	fig|6666666.1036479.peg.1725	1041826.FCOL_09560	96.0	626.7	AEW86721.1	1-phosphatidylinositol phosphodiesterase.
1497	fig|6666666.1036479.peg.1727	1041826.FCOL_09555	96.3	1470.7	AEW86720.1	COG4206 Outer membrane cobalamin receptor protein.
1498	fig|6666666.1036479.peg.1728	1041826.FCOL_09550	89.7	589.0	AEW86719.1	COG0111 Phosphoglycerate dehydrogenase and related dehydrogenases; Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family.
1499	fig|6666666.1036479.peg.1729	1041826.FCOL_07070	31.9	151.4	AEW86233.1	Putative adhesin.
1500	fig|6666666.1036479.peg.1730	1041826.FCOL_09450	94.2	493.0	AEW86699.1	3-hydroxybutyryl-CoA dehydratase; COG1024 Enoyl-CoA hydratase/carnithine racemase; Belongs to the enoyl-CoA hydratase/isomerase family.
1501	fig|6666666.1036479.peg.1731	1041826.FCOL_09445	95.2	824.3	AEW86698.1	Two-component system sensor histidine kinase; COG0642 Signal transduction histidine kinase.
1502	fig|6666666.1036479.peg.1733	1041826.FCOL_09435	97.0	671.0	hemH	Ferrochelatase; Catalyzes the ferrous insertion into protoporphyrin IX. Belongs to the ferrochelatase family.
1503	fig|6666666.1036479.peg.1734	1041826.FCOL_09430	96.2	570.1	AEW86695.1	AraC family transcriptional regulator; COG2207 AraC-type DNA-binding domain-containing proteins.
1504	fig|6666666.1036479.peg.1735	1041826.FCOL_09425	97.1	784.6	hemA	glutamyl-tRNA reductase; Catalyzes the NADPH-dependent reduction of glutamyl-tRNA(Glu) to glutamate 1-semialdehyde (GSA).
1505	fig|6666666.1036479.peg.1736	1041826.FCOL_09420	91.7	560.1	hemC	Porphobilinogen deaminase; Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane pre-uroporphyrinogen in several discrete steps. Belongs to the HMBS family.
1506	fig|6666666.1036479.peg.1737	1041826.FCOL_09415	71.4	312.0	AEW86692.1	COG1587 Uroporphyrinogen-III synthase.
1507	fig|6666666.1036479.peg.1738	1041826.FCOL_09410	98.2	694.9	hemE	Uroporphyrinogen decarboxylase; Catalyzes the decarboxylation of four acetate groups of uroporphyrinogen-III to yield coproporphyrinogen-III.
1508	fig|6666666.1036479.peg.1740	1041826.FCOL_09400	98.3	649.0	AEW86689.1	COG0408 Coproporphyrinogen III oxidase.
1509	fig|6666666.1036479.peg.1741	1041826.FCOL_09395	98.5	695.3	AEW86688.1	Hypothetical protein.
1510	fig|6666666.1036479.peg.1742	1041826.FCOL_09390	97.0	643.7	AEW86687.1	COG0113 Delta-aminolevulinic acid dehydratase; Belongs to the ALAD family.
1511	fig|6666666.1036479.peg.1745	1041826.FCOL_09375	96.2	472.6	AEW86684.1	Hypothetical protein; COG0417 DNA polymerase elongation subunit (family B).
1512	fig|6666666.1036479.peg.1746	1041826.FCOL_09370	91.5	391.7	AEW86683.1	Hypothetical protein.
1513	fig|6666666.1036479.peg.1747	1041826.FCOL_09365	97.9	899.8	AEW86682.1	Nucleoside recognition domain-containing protein; COG2715 Uncharacterized membrane protein, required for spore maturation in B.subtilis.
1514	fig|6666666.1036479.peg.1748	1041826.FCOL_09245	91.7	974.9	AEW86658.1	Hypothetical protein.
1515	fig|6666666.1036479.peg.1749	1041826.FCOL_09250	89.4	417.5	AEW86659.1	COG1040 Predicted amidophosphoribosyltransferases.
1516	fig|6666666.1036479.peg.1751	1041826.FCOL_09260	99.4	1036.6	glyQS	glycyl-tRNA synthetase; Catalyzes the attachment of glycine to tRNA(Gly). Belongs to the class-II aminoacyl-tRNA synthetase family.
1517	fig|6666666.1036479.peg.1752	1041826.FCOL_09265	97.4	680.6	thiL	Thiamine-monophosphate kinase; Catalyzes the ATP-dependent phosphorylation of thiamine- monophosphate (TMP) to form thiamine-pyrophosphate (TPP), the active form of vitamin B1; Belongs to the thiamine-monophosphate kinase family.
1518	fig|6666666.1036479.peg.1753	1041826.FCOL_09785	83.8	610.5	AEW86766.1	Hypothetical protein.
1519	fig|6666666.1036479.peg.1754	1041826.FCOL_09785	80.7	587.0	AEW86766.1	Hypothetical protein.
1520	fig|6666666.1036479.peg.1755	1041826.FCOL_09790	83.5	602.1	AEW86767.1	Hypothetical protein.
1521	fig|6666666.1036479.peg.1756	1041826.FCOL_09790	94.8	690.3	AEW86767.1	Hypothetical protein.
1522	fig|6666666.1036479.peg.1757	1041826.FCOL_09785	95.1	689.9	AEW86766.1	Hypothetical protein.
1523	fig|6666666.1036479.peg.1758	1041826.FCOL_09780	97.2	1526.5	AEW86765.1	Hypothetical protein.
1524	fig|6666666.1036479.peg.1760	1041826.FCOL_09770	98.6	702.6	AEW86763.1	Hypothetical protein.
1525	fig|6666666.1036479.peg.1761	1041826.FCOL_09765	96.1	574.3	AEW86762.1	Hypothetical protein.
1526	fig|6666666.1036479.peg.1762	1041826.FCOL_09760	92.3	574.3	AEW86761.1	Hypothetical protein.
1527	fig|6666666.1036479.peg.1763	1041826.FCOL_09755	94.8	413.7	AEW86760.1	NLP/P60 protein; COG0791 Cell wall-associated hydrolases (invasion-associated proteins).
1528	fig|6666666.1036479.peg.1766	1041826.FCOL_09745	96.1	1537.3	AEW86758.1	ATPase; COG0542 ATPases with chaperone activity, ATP-binding subunit; Belongs to the ClpA/ClpB family.
1529	fig|6666666.1036479.peg.1768	1041826.FCOL_09735	98.0	870.5	AEW86756.1	Hypothetical protein.
1530	fig|6666666.1036479.peg.1769	1041826.FCOL_09730	97.7	759.6	AEW86755.1	Hypothetical protein.
1531	fig|6666666.1036479.peg.1772	1041826.FCOL_09715	92.6	395.6	AEW86752.1	Hypothetical protein.
1532	fig|6666666.1036479.peg.1774	1041826.FCOL_09705	96.2	1175.2	AEW86750.1	Hypothetical protein.
1533	fig|6666666.1036479.peg.1775	1041826.FCOL_09700	99.7	794.7	AEW86749.1	COG0739 Membrane proteins related to metalloendopeptidases.
1534	fig|6666666.1036479.peg.1777	1041826.FCOL_09690	99.2	965.7	AEW86747.1	COG2885 Outer membrane protein and related peptidoglycan-associated (lipo)proteins.
1535	fig|6666666.1036479.peg.1778	1041826.FCOL_05530	98.3	713.0	AEW85931.1	Integrase catalytic subunit; COG2801 Transposase and inactivated derivatives.
1536	fig|6666666.1036479.peg.1779	1041826.FCOL_09680	89.3	696.8	AEW86745.1	Hypothetical protein.
1537	fig|6666666.1036479.peg.1780	1041826.FCOL_09645	98.5	663.3	AEW86738.1	Hypothetical protein.
1538	fig|6666666.1036479.peg.1782	1041826.FCOL_09270	84.0	262.7	AEW86663.1	Rhs family protein.
1541	fig|6666666.1036479.peg.1788	1041826.FCOL_09295	86.9	1726.5	AEW86668.1	COG3209 Rhs family protein.
1542	fig|6666666.1036479.peg.1789	1041826.FCOL_09300	32.9	254.2	AEW86669.1	Hypothetical protein.
1543	fig|6666666.1036479.peg.1790	1041826.FCOL_09305	99.7	650.6	AEW86670.1	Rhs element Vgr protein; COG3501 Uncharacterized protein conserved in bacteria.
1544	fig|6666666.1036479.peg.1793	1041826.FCOL_09315	81.2	383.6	AEW86672.1	Hypothetical protein.
1545	fig|6666666.1036479.peg.1794	1041826.FCOL_09320	89.9	433.7	AEW86673.1	Hypothetical protein.
1546	fig|6666666.1036479.peg.1796	1041826.FCOL_09330	97.4	928.7	AEW86675.1	Peptidase dimerization domain-containing protein; COG0624 Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases.
1547	fig|6666666.1036479.peg.1797	1041826.FCOL_09335	88.0	1371.7	AEW86676.1	Tonb-dependent receptor plug; COG4771 Outer membrane receptor for ferrienterochelin and colicins.
1548	fig|6666666.1036479.peg.1798	1041826.FCOL_09340	95.4	415.6	AEW86677.1	COG1321 Mn-dependent transcriptional regulator.
1549	fig|6666666.1036479.peg.1799	1041826.FCOL_09345	92.6	1105.9	mntH	Manganese transport protein mntH; H(+)-stimulated, divalent metal cation uptake system. Belongs to the NRAMP family.
1550	fig|6666666.1036479.peg.1801	1041826.FCOL_09355	96.0	1296.6	AEW86680.1	Ferrous iron transport protein B; Probable transporter of a GTP-driven Fe(2+) uptake system. Belongs to the TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily. FeoB GTPase (TC 9.A.8) family.
1552	fig|6666666.1036479.peg.1808	1041826.FCOL_09205	98.0	2177.1	AEW86650.1	Hypothetical protein.
1553	fig|6666666.1036479.peg.1809	1041826.FCOL_09200	99.4	694.9	AEW86649.1	Patatin; COG3621 Patatin.
1554	fig|6666666.1036479.peg.1810	1041826.FCOL_09195	98.7	450.3	AEW86648.1	Peptidase S24/S26A/S26B, conserved region; COG2932 Predicted transcriptional regulator; Belongs to the peptidase S24 family.
1555	fig|6666666.1036479.peg.1811	1041826.FCOL_09185	96.1	503.1	AEW86646.1	Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase; COG0388 Predicted amidohydrolase.
1556	fig|6666666.1036479.peg.1812	1041826.FCOL_09180	97.7	763.1	AEW86645.1	COG0726 Predicted xylanase/chitin deacetylase.
1557	fig|6666666.1036479.peg.1813	1041826.FCOL_09175	98.4	761.9	AEW86644.1	COG4676 Uncharacterized protein conserved in bacteria.
1558	fig|6666666.1036479.peg.1815	1041826.FCOL_09165	97.8	451.1	AEW86642.1	Hypothetical protein.
1559	fig|6666666.1036479.peg.1816	1041826.FCOL_09160	91.6	445.3	AEW86641.1	Hypothetical protein.
1560	fig|6666666.1036479.peg.1818	1041826.FCOL_09150	98.8	511.1	AEW86639.1	COG0479 Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit.
1561	fig|6666666.1036479.peg.1819	1041826.FCOL_09145	99.0	1343.9	sdhA	COG1053 Succinate dehydrogenase/fumarate reductase, flavoprotein subunit.
1562	fig|6666666.1036479.peg.1820	1041826.FCOL_09140	98.9	529.6	AEW86637.1	Succinate dehydrogenase cytochrome B subunit.
1563	fig|6666666.1036479.peg.1821	1041826.FCOL_09135	92.9	1655.6	AEW86636.1	Glycosyl hydrolase BNR repeat-containing protein.
1564	fig|6666666.1036479.peg.1823	1041826.FCOL_09125	99.1	873.2	AEW86634.1	COG0006 Xaa-Pro aminopeptidase.
1565	fig|6666666.1036479.peg.1824	1041826.FCOL_09120	98.0	733.8	AEW86633.1	Hypothetical protein.
1566	fig|6666666.1036479.peg.1825	1041826.FCOL_09115	91.9	479.9	AEW86632.1	Hydrolase; COG0596 Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily).
1567	fig|6666666.1036479.peg.1826	1041826.FCOL_09110	96.0	1734.5	AEW86631.1	Hypothetical protein; COG3893 Inactivated superfamily I helicase.
1568	fig|6666666.1036479.peg.1827	1041826.FCOL_09105	99.4	644.4	AEW86630.1	COG2885 Outer membrane protein and related peptidoglycan-associated (lipo)proteins.
1569	fig|6666666.1036479.peg.1828	1041826.FCOL_09100	98.5	783.9	kbl	2-amino-3-ketobutyrate coenzyme A ligase; Catalyzes the cleavage of 2-amino-3-ketobutyrate to glycine and acetyl-CoA.
1570	fig|6666666.1036479.peg.1829	1041826.FCOL_09095	97.7	2019.2	AEW86628.1	COG1074 ATP-dependent exoDNAse (exonuclease V) beta subunit (contains helicase and exonuclease domains); Belongs to the helicase family. UvrD subfamily.
1571	fig|6666666.1036479.peg.1830	1041826.FCOL_09090	98.5	422.2	AEW86627.1	Superoxide dismutase; Destroys radicals which are normally produced within the cells and which are toxic to biological systems. Belongs to the iron/manganese superoxide dismutase family.
1572	fig|6666666.1036479.peg.1832	1041826.FCOL_09080	99.0	1165.6	uvrC	Excinuclease ABC subunit C; The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrC both incises the 5' and 3' sides of the lesion. The N-terminal half is responsible for the 3' incision and the C-terminal half is responsible for the 5' incision.
1573	fig|6666666.1036479.peg.1833	1041826.FCOL_09075	92.5	1406.0	AEW86624.1	COG1752 Predicted esterase of the alpha-beta hydrolase superfamily.
1574	fig|6666666.1036479.peg.1834	1041826.FCOL_09070	97.7	898.7	AEW86623.1	Putative amino acid-transporting permease; COG0531 Amino acid transporters.
1575	fig|6666666.1036479.peg.1836	1041826.FCOL_09065	99.8	1173.7	lepA	GTP-binding protein LepA; Required for accurate and efficient protein synthesis under certain stress conditions. May act as a fidelity factor of the translation reaction, by catalyzing a one-codon backward translocation of tRNAs on improperly translocated ribosomes. Back-translocation proceeds from a post-translocation (POST) complex to a pre- translocation (PRE) complex, thus giving elongation factor G a second chance to translocate the tRNAs correctly. Binds to ribosomes in a GTP- dependent manner.
1576	fig|6666666.1036479.peg.1837	1041826.FCOL_09060	98.8	664.5	AEW86621.1	tRNA-dihydrouridine synthase; Catalyzes the synthesis of 5,6-dihydrouridine (D), a modified base found in the D-loop of most tRNAs, via the reduction of the C5-C6 double bond in target uridines; Belongs to the dus family.
1577	fig|6666666.1036479.peg.1838	1041826.FCOL_09055	98.9	1103.6	pckA	Phosphoenolpyruvate carboxykinase; Involved in the gluconeogenesis. Catalyzes the conversion of oxaloacetate (OAA) to phosphoenolpyruvate (PEP) through direct phosphoryl transfer between the nucleoside triphosphate and OAA.
1578	fig|6666666.1036479.peg.1840	1041826.FCOL_09045	95.6	877.5	AEW86618.1	COG1748 Saccharopine dehydrogenase and related proteins.
1579	fig|6666666.1036479.peg.1842	1041826.FCOL_09035	98.3	443.0	AEW86616.1	Peptidase membrane zinc metallopeptidase; COG2738 Predicted Zn-dependent protease.
1580	fig|6666666.1036479.peg.1843	1041826.FCOL_09030	98.2	1046.2	AEW86615.1	Carboxy-terminal processing protease precursor; COG0793 Periplasmic protease; Belongs to the peptidase S41A family.
1581	fig|6666666.1036479.peg.1844	1041826.FCOL_09025	88.4	394.4	mtgA	Monofunctional biosynthetic peptidoglycan transglycosylase; Peptidoglycan polymerase that catalyzes glycan chain elongation from lipid-linked precursors; Belongs to the glycosyltransferase 51 family.
1582	fig|6666666.1036479.peg.1845	1041826.FCOL_09020	94.3	715.3	AEW86613.1	Oxidoreductase; COG0665 Glycine/D-amino acid oxidases (deaminating).
1583	fig|6666666.1036479.peg.1846	1041826.FCOL_09015	94.3	716.5	AEW86612.1	Two-component system sensor histidine kinase; COG0642 Signal transduction histidine kinase.
1584	fig|6666666.1036479.peg.1847	1041826.FCOL_09010	95.2	543.9	AEW86611.1	COG1853 Conserved protein/domain typically associated with flavoprotein oxygenases, DIM6/NTAB family.
1585	fig|6666666.1036479.peg.1849	1041826.FCOL_09000	95.8	440.7	aat	leucyl/phenylalanyl-tRNA--protein transferase; Functions in the N-end rule pathway of protein degradation where it conjugates Leu, Phe and, less efficiently, Met from aminoacyl- tRNAs to the N-termini of proteins containing an N-terminal arginine or lysine.
1586	fig|6666666.1036479.peg.1853	1041826.FCOL_08895	87.9	1754.2	leuS	COG0495 Leucyl-tRNA synthetase; Belongs to the class-I aminoacyl-tRNA synthetase family.
1587	fig|6666666.1036479.peg.1854	1041826.FCOL_08900	96.0	495.0	AEW86589.1	Membrane-associated phospholipid phosphatase; COG1013 Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, beta subunit.
1588	fig|6666666.1036479.peg.1855	1041826.FCOL_08905	97.9	662.9	AEW86590.1	Hypothetical protein; COG0671 Membrane-associated phospholipid phosphatase.
1589	fig|6666666.1036479.peg.1856	1041826.FCOL_08910	95.5	439.5	AEW86591.1	Cell division protein FtsX; Required for cell division and gliding motility. Belongs to the ABC-4 integral membrane protein family. FtsX subfamily.
1590	fig|6666666.1036479.peg.1859	1041826.FCOL_08920	96.7	503.8	uppP	UDP-diphosphatase; Catalyzes the dephosphorylation of undecaprenyl diphosphate (UPP). Confers resistance to bacitracin; Belongs to the UppP family.
1591	fig|6666666.1036479.peg.1860	1041826.FCOL_08925	89.7	427.6	truB	tRNA pseudouridine synthase B; Responsible for synthesis of pseudouridine from uracil-55 in the psi GC loop of transfer RNAs; Belongs to the pseudouridine synthase TruB family. Type 1 subfamily.
1592	fig|6666666.1036479.peg.1861	1041826.FCOL_08930	92.3	398.7	AEW86595.1	Hypothetical protein; COG0526 Thiol-disulfide isomerase and thioredoxins.
1593	fig|6666666.1036479.peg.1864	1041826.FCOL_08945	97.8	1220.3	thiC	Thiamine biosynthesis protein ThiC; Catalyzes the synthesis of the hydroxymethylpyrimidine phosphate (HMP-P) moiety of thiamine from aminoimidazole ribotide (AIR) in a radical S-adenosyl-L-methionine (SAM)-dependent reaction. Belongs to the ThiC family.
1594	fig|6666666.1036479.peg.1866	1041826.FCOL_08955	95.6	486.1	AEW86600.1	COG0351 Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase.
1595	fig|6666666.1036479.peg.1867	1041826.FCOL_08960	97.1	405.2	thiE	Thiamine-phosphate pyrophosphorylase; Condenses 4-methyl-5-(beta-hydroxyethyl)thiazole monophosphate (THZ-P) and 2-methyl-4-amino-5-hydroxymethyl pyrimidine pyrophosphate (HMP-PP) to form thiamine monophosphate (TMP). Belongs to the thiamine-phosphate synthase family.
1596	fig|6666666.1036479.peg.1868	1041826.FCOL_08965	99.6	474.2	thiG	Thiazole biosynthesis protein ThiG; Catalyzes the rearrangement of 1-deoxy-D-xylulose 5-phosphate (DXP) to produce the thiazole phosphate moiety of thiamine. Sulfur is provided by the thiocarboxylate moiety of the carrier protein ThiS. In vitro, sulfur can be provided by H(2)S.
1597	fig|6666666.1036479.peg.1869	1041826.FCOL_08970	97.8	741.9	AEW86603.1	COG1060 Thiamine biosynthesis enzyme ThiH and related uncharacterized enzymes.
1598	fig|6666666.1036479.peg.1870	1041826.FCOL_08975	87.3	390.6	AEW86604.1	UBA/THIF-type NAD/FAD binding protein; COG0476 Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 2.
1599	fig|6666666.1036479.peg.1871	1041826.FCOL_08980	86.3	632.9	AEW86605.1	COG4783 Putative Zn-dependent protease, contains TPR repeats.
1600	fig|6666666.1036479.peg.1872	1041826.FCOL_08985	94.1	419.9	AEW86606.1	Hypothetical protein.
1601	fig|6666666.1036479.peg.1873	1041826.FCOL_08990	87.9	430.6	AEW86607.1	Hypothetical protein.
1602	fig|6666666.1036479.peg.1874	1041826.FCOL_08995	96.5	460.7	AEW86608.1	Hypothetical protein.
1603	fig|6666666.1036479.peg.1876	1041826.FCOL_08872	92.2	1236.5	AEX99663.1	COG0741 Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains).
1604	fig|6666666.1036479.peg.1877	1041826.FCOL_08870	91.4	724.5	pgk	COG0126 3-phosphoglycerate kinase; Belongs to the phosphoglycerate kinase family.
1605	fig|6666666.1036479.peg.1878	1041826.FCOL_08865	95.6	631.7	AEW86585.1	Hypothetical protein.
1606	fig|6666666.1036479.peg.1879	1041826.FCOL_08860	97.0	9155.0	AEW86584.1	Hypothetical protein.
1607	fig|6666666.1036479.peg.1880	1041826.FCOL_08855	94.1	861.3	AEW86583.1	Cell surface protein precursor SprD.
1608	fig|6666666.1036479.peg.1881	1041826.FCOL_08850	83.3	854.0	AEW86582.1	Adhesin precursor SprC.
1609	fig|6666666.1036479.peg.1882	1041826.FCOL_08845	97.3	810.8	AEW86581.1	Hypothetical protein.
1610	fig|6666666.1036479.peg.1884	1041826.FCOL_08835	97.4	760.0	AEW86579.1	DNA polymerase III, delta prime subunit; COG0470 ATPase involved in DNA replication.
1612	fig|6666666.1036479.peg.1888	1041826.FCOL_08820	93.3	539.7	AEW86576.2	COG0500 SAM-dependent methyltransferases.
1613	fig|6666666.1036479.peg.1889	1041826.FCOL_08815	98.2	1211.4	mnmG	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA; NAD-binding protein involved in the addition of a carboxymethylaminomethyl (cmnm) group at the wobble position (U34) of certain tRNAs, forming tRNA-cmnm(5)s(2)U34; Belongs to the MnmG family.
1614	fig|6666666.1036479.peg.1891	1041826.FCOL_08805	89.0	1308.9	AEW86573.1	Chromosome segregation ATPase.
1615	fig|6666666.1036479.peg.1892	1041826.FCOL_08800	97.2	999.6	gltX	glutamyl-tRNA synthetase; Catalyzes the attachment of glutamate to tRNA(Glu) in a two- step reaction: glutamate is first activated by ATP to form Glu-AMP and then transferred to the acceptor end of tRNA(Glu); Belongs to the class-I aminoacyl-tRNA synthetase family. Glutamate--tRNA ligase type 1 subfamily.
1616	fig|6666666.1036479.peg.1893	1041826.FCOL_08795	97.5	526.9	AEW86571.1	Hypothetical protein; COG0330 Membrane protease subunits, stomatin/prohibitin homologs.
1617	fig|6666666.1036479.peg.1894	1041826.FCOL_08790	94.6	179.9	AEW86570.1	Hypothetical protein.
1618	fig|6666666.1036479.peg.1895	1041826.FCOL_08780	98.4	1132.1	glnS	glutamine--tRNA ligase; COG0008 Glutamyl- and glutaminyl-tRNA synthetases.
1619	fig|6666666.1036479.peg.1897	1041826.FCOL_08765	97.7	419.1	AEW86566.1	Hypothetical protein.
1620	fig|6666666.1036479.peg.1898	1041826.FCOL_08760	100.0	433.3	AEW86565.2	Hypothetical protein; COG1280 Putative threonine efflux protein.
1621	fig|6666666.1036479.peg.1899	1041826.FCOL_08755	80.9	338.2	AEW86564.1	Hypothetical protein.
1622	fig|6666666.1036479.peg.1900	1041826.FCOL_08745	97.2	1408.3	rnr	Ribonuclease R; 3'-5' exoribonuclease that releases 5'-nucleoside monophosphates and is involved in maturation of structured RNAs.
1624	fig|6666666.1036479.peg.1904	1041826.FCOL_08735	86.2	491.5	AEW86560.1	Cation efflux system protein CzcD; COG1230 Co/Zn/Cd efflux system component.
1625	fig|6666666.1036479.peg.1905	1041826.FCOL_08730	93.0	362.5	AEW86559.1	COG2860 Predicted membrane protein.
1628	fig|6666666.1036479.peg.1908	1041826.FCOL_08725	92.0	645.2	AEW86558.1	Hypothetical protein.
1629	fig|6666666.1036479.peg.1909	1041826.FCOL_08720	90.2	698.7	AEW86557.1	AAA ATPase; COG1373 Predicted ATPase (AAA+ superfamily).
1630	fig|6666666.1036479.peg.1911	1041826.FCOL_08710	98.5	1199.5	AEW86555.1	COG1629 Outer membrane receptor proteins, mostly Fe transport.
1631	fig|6666666.1036479.peg.1912	1041826.FCOL_05530	98.3	713.0	AEW85931.1	Integrase catalytic subunit; COG2801 Transposase and inactivated derivatives.
1632	fig|6666666.1036479.peg.1914	1041826.FCOL_08705	98.1	545.4	AEW86554.1	Hypothetical protein.
1633	fig|6666666.1036479.peg.1915	1041826.FCOL_08700	94.2	812.0	AEW86553.1	Hypothetical protein.
1634	fig|6666666.1036479.peg.1916	1041826.FCOL_08695	93.5	1287.3	AEW86552.1	Putative RNA binding protein with S1 RNA-binding domain; COG2183 Transcriptional accessory protein.
1637	fig|6666666.1036479.peg.1920	1041826.FCOL_08690	98.0	1600.1	AEW86551.1	Hypothetical protein; COG2319 FOG: WD40 repeat.
1638	fig|6666666.1036479.peg.1921	1041826.FCOL_08685	88.7	802.7	AEW86550.1	Hypothetical protein.
1639	fig|6666666.1036479.peg.1922	1041826.FCOL_08680	97.8	615.1	AEW86549.1	COG0840 Methyl-accepting chemotaxis protein.
1640	fig|6666666.1036479.peg.1924	1041826.FCOL_08670	99.5	819.3	AEW86547.1	COG0137 Argininosuccinate synthase.
1641	fig|6666666.1036479.peg.1925	1041826.FCOL_08665	99.4	627.5	argC	N-acetyl-gamma-glutamyl-phosphate reductase; Catalyzes the NADPH-dependent reduction of N-acetyl-5- glutamyl phosphate to yield N-acetyl-L-glutamate 5-semialdehyde. Belongs to the NAGSA dehydrogenase family. Type 1 subfamily.
